Building_Type,Year_Built,Floor_Area_m2,Orientation,Material,Insulation_Level,Solar_Potential_kWh_m2,Wind_Potential_m_s,Geothermal_Potential,Energy_Demand_kWh,Installation_Area_m2,Carbon_Reduction_%,Payback_Period_Years,Optimal_Solar_Utilization_%
Thatched_Hut,1797,297,West,Thatch,High,4.88824947399758,2.412889203195084,1.9972998614984263,6075,29,31.973243773913477,5.194948443079291,6.678691288151812
Wooden_House,1804,280,West,Stone,Low,5.688950081682572,2.0027882506098833,0.6124400652050196,7513,58,22.966395627550703,10.635104160826492,17.156407004926546
Wooden_House,1798,266,East,Brick,High,7.467091523916998,4.709670882034121,0.8345147353005995,13168,47,30.391773880052746,5.136657994885959,14.860792816868234
Thatched_Hut,1705,133,West,Thatch,Low,6.156806852287143,2.0738539515237155,1.1118439060573202,11861,49,28.270868341207475,10.814827236386098,10.040906154866782
Brick_Cottage,1896,179,West,Thatch,Low,4.296983817633256,2.6283673085285333,1.0216736045733308,13990,56,33.069405856858886,6.0087277412307625,13.093295487575077
Brick_Cottage,1832,280,South,Timber,High,3.6798457663662045,3.248788342063722,0.5324683420204754,17762,86,23.403095034047563,11.822748875649813,23.494051609927894
Wooden_House,1958,119,South,Stone,Medium,4.005425925258042,3.0697139778524574,0.6376664097067637,19736,62,24.184768746889073,9.22711738278333,13.647094713863911
Thatched_Hut,1722,194,East,Thatch,Low,5.750220805092189,4.7351776307383275,1.5214299371053643,18750,98,29.307286682194604,10.144880801409268,27.453682362675238
Wooden_House,1752,172,North,Timber,Medium,6.560641315267065,2.1208668372036263,1.818986695043841,17141,71,13.242324809991649,5.7733853957764545,15.696234382413174
Wooden_House,1864,138,South,Thatch,Low,7.261676829202988,3.536644123031155,1.2713405168989664,5604,75,23.08733345092952,11.03472851416036,19.164827000533986
Stone_Villa,1901,298,North,Timber,Low,3.5632926879872833,4.0414383875731215,1.3087866192704496,7979,95,39.15852535779417,10.87434640010077,17.727400433374886
Stone_Villa,1782,77,West,Timber,Low,5.591040566247479,4.795093921043506,0.8826401492485692,12140,87,11.126569601801368,9.570949120792024,19.61273852288124
Stone_Villa,1844,115,South,Stone,Low,5.3834694248927075,3.861113756371163,1.651814545450567,12065,28,19.480141685991814,8.515924052167712,9.905984176718295
Brick_Cottage,1784,212,East,Thatch,Medium,6.124220087902816,4.4112657080352875,1.6276918810508845,9916,42,19.423294572681122,10.050424211921708,8.73740565220696
Thatched_Hut,1777,278,East,Stone,Medium,5.738315417861368,2.2511748135360454,1.382548533826485,11800,82,29.003923577073177,5.041497507358147,21.950622327219943
Thatched_Hut,1700,54,East,Timber,Low,6.248156602329923,3.157818532810782,0.8189964297670143,5597,80,13.174010782724197,9.147085287789217,20.083740042389394
Thatched_Hut,1750,242,South,Brick,Low,6.132330338996761,3.1218414034372026,0.6455273273556341,14724,59,28.856320926365832,10.931842944504655,17.434289457051598
Thatched_Hut,1872,217,North,Thatch,Medium,3.968046899431785,4.658864649367153,0.5963578637856888,12320,63,12.851207219548582,7.4982992102232835,17.133517549847127
Stone_Villa,1904,253,West,Brick,High,6.698871654474878,2.454113513789825,1.3890440999643165,13705,43,12.84860942254993,5.7580254953804175,10.19608409971051
Brick_Cottage,1959,233,North,Thatch,High,3.9929303028652994,2.4556585170098906,1.7375529787142001,10622,70,31.845500715654467,7.946140748202444,18.269556637676388
Brick_Cottage,1987,213,North,Stone,Medium,6.294122500836549,2.9856744496573953,1.7874956476713872,6877,77,19.724055214983892,10.089731143409548,23.317310840880694
Stone_Villa,1733,94,West,Stone,Low,5.1645814705624264,2.1633981421005126,1.1954331115151748,17164,52,39.32268843141243,5.751108472594708,19.745779590555088
Brick_Cottage,1794,200,West,Stone,Low,5.555402938306392,2.5473741219574704,1.6764069489600755,17035,35,11.120588093066647,6.44233992149023,14.127946575145481
Stone_Villa,1771,96,South,Stone,High,7.113192057502842,4.8956289156372055,1.9203202945115354,6699,41,23.353199911539825,6.032862927800899,11.74670741963094
Thatched_Hut,1738,80,South,Stone,High,7.059534905893946,3.2845518196015187,0.912755168732102,14221,76,13.39407813022071,10.578634289026574,20.822729467130348
Stone_Villa,1853,188,South,Brick,Medium,6.771425222620119,3.8960576252673094,1.0969405195711357,17787,81,20.54136900274326,5.440248357167408,21.750779357754382
Thatched_Hut,1949,59,South,Stone,High,5.5405935218252935,4.178333778033911,1.897218488895021,10780,90,39.94667351827152,9.80610551480103,18.631093840402002
Thatched_Hut,1861,244,South,Timber,Medium,6.444959240535333,3.1008842210216017,1.0073464509759273,5716,91,36.66527535215596,7.5651984452723395,26.815771357999445
Wooden_House,1817,167,West,Timber,High,5.551588222075237,2.441681223231551,1.8708144354826945,18429,89,11.449732265661908,10.290538700197116,21.43367236113803
Stone_Villa,1958,63,North,Brick,High,6.978424329899109,2.6197430486653426,1.9715672933816986,18796,49,26.897675314770503,11.750683931488265,10.61801650528162
Wooden_House,1967,129,South,Thatch,High,5.1111033329316,2.9397994297418313,1.492716092861637,9086,42,29.43466914473307,5.801817097105376,8.536040735812644
Stone_Villa,1753,251,South,Timber,Low,7.380941377659507,3.908205261056677,1.7253354342562526,19936,51,16.286038718503768,7.200695287472209,17.449156809669
Stone_Villa,1935,142,North,Thatch,Low,7.22929103291551,3.1948416472671632,1.6243183463316277,5665,76,14.353167201893507,10.670877994031999,13.904804932752718
Wooden_House,1921,59,South,Brick,Low,6.466410477807142,2.0204440937003842,1.5493013864232856,12846,28,37.1314340399657,6.863108702358235,7.087265556092861
Wooden_House,1950,125,North,Thatch,High,4.617663536704288,3.5702215552024157,0.9603966094718488,11611,50,39.0644932445013,6.5058441793222865,14.18819513598097
Stone_Villa,1811,143,North,Thatch,Medium,4.026614355173034,4.764540175722254,0.5856415068619156,15400,90,39.75678571958926,10.777645845082802,18.181434864723652
Brick_Cottage,1954,154,West,Thatch,Medium,6.91881380037279,4.436232833026037,1.0145775987794758,19605,28,33.69285321203904,11.909576548041791,14.183472886209136
Thatched_Hut,1906,50,East,Thatch,Medium,4.1612091445518455,4.475634113778893,1.50040397780586,6079,32,29.905062082157713,8.89816413103576,9.39431731691691
Wooden_House,1928,182,West,Brick,Medium,6.917043155989343,4.385174052818393,0.6537937973417021,13419,77,20.37190756578994,6.946341238333375,20.197953893452706
Thatched_Hut,1765,69,East,Timber,Low,5.463060026849442,2.9711924768312707,0.5178769744673631,13340,22,15.141949369742573,7.789961731200378,11.368793498939779
Brick_Cottage,1774,57,East,Stone,Low,5.126227135232417,4.295581501263176,0.709538558904408,6069,54,12.36941798098695,6.1909122916852635,13.664505163761337
Brick_Cottage,1802,220,East,Thatch,High,7.112763115337716,2.4294840734335788,1.573603889616193,10263,40,30.79892405654476,10.333210952235268,11.105543232449467
Brick_Cottage,1891,253,South,Timber,High,5.915403930161112,3.9731484418278606,1.959190552484666,12951,83,33.541702455380744,10.414318124759376,23.800559643825075
Wooden_House,1951,50,West,Timber,Medium,5.8064560285188715,3.924705700054983,1.9745970494222307,17919,71,34.793609573649405,11.125846946677461,17.785921557040993
Brick_Cottage,1925,106,East,Brick,Low,5.73506377849759,2.076709397269204,1.240968723710282,6363,53,37.41295009911396,5.186217945175947,14.356277566148059
Wooden_House,1993,113,North,Timber,Medium,4.984678064078126,4.363910400772795,1.804028451488521,9508,54,36.39788690915121,8.933869391384654,17.3776484307326
Brick_Cottage,1797,167,South,Brick,High,6.6425724141165094,4.709744315285391,1.6052396836272562,6755,34,39.992238167742784,6.499788040402291,15.836609181882507
Thatched_Hut,1985,261,West,Thatch,High,4.511193776063092,2.802245835416323,1.2515603554769053,5519,25,17.321920329017537,7.3861811084465,10.427714375086714
Thatched_Hut,1948,77,East,Thatch,Medium,7.2555798401651,4.437172172558453,1.35914079943263,10463,51,32.899228456366316,10.494689307005553,19.795519045605147
Stone_Villa,1865,170,North,Stone,High,7.075940820187843,2.2472179155858445,0.7058407199253066,19722,71,27.59378537124393,6.3442355665304735,22.095171322661848
Thatched_Hut,1729,156,West,Stone,Medium,4.849921302699593,3.799903574783198,1.906492190924888,16736,47,17.83735397360747,9.468392254067627,14.414351957383879
Stone_Villa,1946,214,West,Stone,Low,6.417855079326655,3.4569405960028314,1.0278946560976652,15514,83,39.457159668608284,9.581963338565188,25.413103376173325
Thatched_Hut,1805,224,South,Timber,Medium,5.792892777798366,3.6377705999270002,1.1692238846857543,19688,98,36.936943143227566,11.678657404316105,18.85626117531315
Wooden_House,1750,278,West,Thatch,Low,4.850597207996938,4.778615605653036,1.507490346496848,12233,97,13.855470053323494,10.426126499702558,19.749934421268016
Thatched_Hut,1780,253,South,Brick,Low,7.4540865919817865,4.613945741740561,1.000853707289831,6102,38,10.784750269702595,10.625446030075853,12.656460077290205
Stone_Villa,1832,214,East,Stone,High,3.600949383393057,4.355250971719271,0.8813887414833959,5597,34,30.649922869980305,8.721205243125254,10.918416041172282
Stone_Villa,1984,98,South,Brick,High,4.510584122485147,2.8210953730351127,1.4465740899053308,18947,25,28.123918865696055,6.307465650136595,5.581910844101038
Brick_Cottage,1837,290,North,Brick,High,5.580296244444602,4.735455886058275,0.5374761234227742,8273,92,38.07446872333438,7.978943560028462,21.4391371734355
Wooden_House,1883,169,South,Stone,Medium,5.587812013914256,2.2925230773916256,1.5810876680400183,17241,57,17.020158614811095,8.846427014582742,12.494562576342759
Thatched_Hut,1972,93,North,Thatch,Medium,5.8557322997822565,4.559987649676364,1.2710350548147646,10781,45,12.531638436849612,9.748934761995987,11.909524152900053
Brick_Cottage,1768,105,South,Stone,High,6.506704688091677,2.984480217060823,1.4086305957814016,15797,70,17.776460013159593,9.25396378282349,20.496188553207862
Thatched_Hut,1733,205,West,Brick,Medium,5.993911322077185,2.1613169349859502,1.4478202388703276,11256,92,10.567829215343904,7.7578448024207045,25.227087419865647
Thatched_Hut,1961,160,East,Stone,High,5.9011258421121475,4.008070952722245,1.2905752347388455,12258,72,11.076782535667974,6.85719174897089,19.58772695336508
Brick_Cottage,1752,256,North,Brick,Medium,3.714057851652173,2.6938397849478664,1.373800666161104,15380,75,37.44573417762279,6.1776159024257815,22.79558306487131
Brick_Cottage,1904,183,South,Brick,Low,5.006121151157194,2.730713377593896,1.525682301334812,19212,78,20.560497475056348,9.856917703905864,17.888686366818224
Brick_Cottage,1825,157,South,Stone,Low,4.428222958804624,2.9181414986863143,1.6296782707695112,18017,89,22.32427003029042,9.517790720187396,19.24073353461675
Brick_Cottage,1934,238,South,Timber,High,4.561480446407902,2.19105430250755,1.5911785869291808,13780,97,10.551149636143132,9.811607260304648,19.700619056199507
Brick_Cottage,1742,197,West,Stone,Medium,5.717349897361379,2.5313814325947623,1.8044246865983926,11554,77,18.1156534051554,7.607692169619564,19.709087138671887
Thatched_Hut,1939,163,West,Timber,Medium,4.298021259718434,2.015418882756681,0.7841651497511042,17664,32,34.141779512242934,6.836854757995216,6.838184685042559
Brick_Cottage,1810,127,North,Brick,Low,4.67579640406759,3.3362285633173605,1.1017219542376964,14599,62,28.464728790001576,10.318049300766479,16.31570304878327
Wooden_House,1948,179,North,Brick,Low,4.448338834069361,2.252766132253914,1.9216940990216855,19157,95,32.61341803259246,10.415531765387339,24.05373346905371
Stone_Villa,1850,250,West,Timber,High,7.2940117728727785,4.047957815132597,1.0948858615794945,13002,70,23.416412223813552,8.189314617767884,17.739871587326554
Brick_Cottage,1882,86,North,Brick,Low,7.278662928684381,2.706868553574945,0.6873051153588841,9846,38,19.291876652539898,9.28332859337127,15.8435251786336
Brick_Cottage,1794,69,East,Timber,High,5.939766234384207,4.8307224321055315,1.2881676895432692,17914,40,24.484302799851108,7.614637649622189,12.97751859104853
Thatched_Hut,1707,75,East,Timber,Low,7.1980898749276,4.613754882195957,0.6642364588316932,16582,43,19.692132052172536,9.913630400838647,9.385526784879577
Brick_Cottage,1883,78,West,Brick,Low,6.643250581873493,2.8683226849046246,0.8042798580917978,16632,45,35.16913290022204,10.8500511765351,13.460690919987094
Brick_Cottage,1980,50,North,Thatch,Medium,5.859791531207235,4.349646363970036,1.997478134856435,14821,64,18.93021146778537,9.817632941349546,17.413434695465185
Brick_Cottage,1894,168,South,Timber,Low,3.525740845987183,4.4097347139944185,1.312043957594198,14186,47,29.792909213592512,8.588078387929956,10.660836912571641
Thatched_Hut,1894,84,East,Stone,Low,6.590065144317617,4.959689342343231,0.9260875835606435,18871,48,14.109466669285835,8.210605716446592,8.460274158688303
Brick_Cottage,1854,247,West,Stone,High,6.309953366353875,3.793519960537055,1.992162431860859,9798,36,30.6059948120473,9.49623755683021,12.350685000124477
Stone_Villa,1792,278,North,Brick,Low,5.961014613129656,2.2458972039309866,1.9498383778327149,11605,87,37.39899134800101,9.758676241209312,26.647372879319867
Thatched_Hut,1859,294,West,Thatch,High,6.541697246729887,3.9405116867791428,1.1611085616263952,15251,63,28.257494639197247,8.911106104671774,16.765096721982054
Stone_Villa,1760,108,South,Brick,Low,5.551688659099063,3.8749392451281057,0.8906046631818626,18467,80,26.795661401034316,9.374595925751764,23.64158209097299
Thatched_Hut,1821,118,East,Thatch,Low,6.316333085285356,3.915051732261295,1.757599457138285,17764,87,38.833548040649205,5.676120777461725,26.6565330749322
Brick_Cottage,1750,210,West,Timber,High,7.240688346905973,2.9214369443126347,1.5734310754576786,7986,93,28.821896659475392,11.662358612996286,19.2441899531411
Stone_Villa,1976,290,West,Timber,Medium,5.0032200633843456,4.579038755240999,1.5304121525052654,5400,44,17.786512998192478,10.535411446124238,13.054878260642283
Thatched_Hut,1704,228,West,Timber,High,6.332487339602501,4.878416548866236,1.839670611983709,7855,86,18.771730715432213,7.6174950879474865,20.07457297447476
Wooden_House,1791,255,South,Timber,High,5.402751272043835,2.6531375389344545,1.534125700806987,15416,21,31.159199276077818,8.93968827667541,5.731821160923987
Brick_Cottage,1869,61,West,Stone,High,6.197598607255927,2.2644564744099336,0.9256969145623237,8412,68,32.06309781676559,5.331271710954949,20.70823829978056
Thatched_Hut,1721,283,South,Stone,Medium,6.5515733422174565,2.5836050995054523,1.5407947428135984,5056,89,19.104886953670455,5.288594697993423,24.355163613441306
Wooden_House,1700,69,South,Brick,Low,3.681810001743184,4.4616564177671565,0.958720266925496,13022,45,20.360319337789907,6.755588345783739,8.324782452842223
Thatched_Hut,1832,230,South,Thatch,High,6.086401775794648,4.029933904459543,1.6388584694854926,6875,91,39.73169526217261,9.827911496552364,27.395234935366197
Wooden_House,1932,291,East,Timber,High,4.406964737627778,3.90814202701738,1.429621781737349,9543,46,13.058576487408324,10.965034234600083,13.027805610149116
Brick_Cottage,1711,265,East,Timber,Medium,6.1801301512302675,3.2053794053282734,0.6161173279771259,9298,37,22.139350853202977,8.914301159858939,15.25489492038333
Stone_Villa,1745,92,West,Thatch,High,5.373320743735254,3.733483914534307,1.269253043652713,8768,73,11.873425935925223,8.724929177076467,14.899749317681769
Wooden_House,1733,175,West,Thatch,Low,6.594210967459549,2.9236223758231024,1.0149514537936115,10752,20,34.63235085994723,7.816166736540262,13.590457379846313
Thatched_Hut,1777,275,East,Brick,Medium,3.9936032608223857,3.4316002382538837,0.9928559490984414,9833,80,12.770375168362968,6.131185691706149,16.73277858729007
Brick_Cottage,1917,266,North,Thatch,Low,6.00528940662478,4.3791890851119675,1.403384453565886,17489,22,30.220220693881334,5.828478709286113,4.798668645117219
Wooden_House,1772,99,East,Timber,Low,4.613882915710209,4.943724792366386,0.9834872367041374,6353,87,11.694502720104461,10.324758328546762,21.441133951246435
Thatched_Hut,1981,78,South,Timber,Medium,6.911927981322366,4.797466770769406,1.665340622307309,15602,60,30.185651134290733,11.49252485907603,18.211105573158456
Thatched_Hut,1948,234,East,Timber,High,7.21353402254523,4.801597828538746,0.6061871540167616,9987,56,35.291108407831096,8.207982514703911,17.673391271748265
Thatched_Hut,1746,88,South,Timber,Low,7.485593174716222,3.2066712045413373,1.4905823785937382,11597,70,21.964645807721723,9.616119611009466,17.914974689770133
Wooden_House,1820,272,West,Timber,Low,6.684029609709134,3.4063696415203726,1.7137922054851118,19691,34,25.663794802965306,11.401203556166589,5.749806277144095
Wooden_House,1913,233,North,Brick,Low,6.514936281712018,4.1169061891069445,1.5092475348806451,9311,27,22.046252140158472,5.6307954305390115,10.981906783965597
Wooden_House,1938,288,West,Timber,Low,4.362003035470204,4.7665757841538525,1.2458437925299937,15794,57,19.014662758979167,10.393370171833208,12.572139911494315
Stone_Villa,1755,220,South,Brick,Medium,4.844028235960435,2.425982778056254,1.9254605206042719,7934,75,34.09790201881385,9.317718190629027,19.57035470914525
Wooden_House,1806,227,South,Timber,Medium,5.3627301670491185,2.9127255914815873,0.9499077346970954,5022,66,18.16007721192969,9.190460251809029,15.152494174032086
Wooden_House,1747,200,South,Stone,Low,6.593524191128999,2.417740533782329,0.5287518312874666,15394,29,31.68830273168341,7.047782999370988,15.516597096510633
Wooden_House,1760,221,North,Stone,High,7.1598634603118745,3.836025589878366,1.1479840571951612,6209,97,16.185912377656066,9.787253483443738,23.68216128274127
Stone_Villa,1725,87,East,Stone,Low,4.256556400091938,2.9189029906626125,0.5495179038504909,15488,68,17.495613882349886,10.563584283745435,17.85748603755654
Wooden_House,1991,133,West,Stone,High,7.1894699386804115,2.9783235575377205,1.930905128789613,13940,60,20.093834877316368,5.79000715460588,20.8095865008615
Thatched_Hut,1956,200,West,Brick,Low,6.282498609416232,2.212747878463938,0.8148770686220772,5804,49,27.674691321813647,8.734650016866887,14.8777816626835
Wooden_House,1707,177,East,Brick,High,5.943082922740155,3.049388185422776,1.6833905359233192,13325,24,23.632669574786235,5.708856266911868,4.1136623436903355
Thatched_Hut,1812,175,West,Thatch,Low,4.299365085127758,4.587489522204756,1.6618581247615474,9416,90,32.35434429483461,11.108018135083512,16.506430128136063
Thatched_Hut,1952,94,North,Timber,High,3.722100131236602,2.699218435672505,0.8265933495244002,15629,50,16.40701901008577,8.55345705859443,13.814444895926608
Thatched_Hut,1879,101,West,Stone,Low,5.77385959403176,4.085562398630197,1.4318397957202509,13625,71,10.320168635465023,10.655759824825303,13.778646057110159
Stone_Villa,1906,129,South,Brick,Low,6.10606273331557,3.888885034815778,0.5721184527296753,10141,42,33.2967241535566,7.5765994636635,14.061181162760233
Stone_Villa,1826,227,East,Timber,High,4.343125797418753,4.590453825107346,1.2253618785558011,9968,67,34.64948001640217,5.875547587714278,14.88417319371343
Stone_Villa,1755,283,North,Timber,Medium,5.725824823301826,2.3968638429531146,0.52197069090873,8671,59,11.784404893251686,5.290495130699981,12.48574262545323
Wooden_House,1913,173,East,Brick,High,6.925973611050294,4.93276988103513,1.8817158202712627,16928,25,28.327225664751897,6.970567345406629,9.948006462399766
Thatched_Hut,1713,168,North,Stone,Medium,6.84026378182008,3.7478859381210965,1.9641290362993575,12292,57,21.34620351619234,6.70963590254855,20.368519695580385
Stone_Villa,1727,57,South,Thatch,Low,7.209420722345189,4.986422457040443,0.8334241499578778,12001,60,33.816869655835504,8.922463818139732,18.364609455220116
Stone_Villa,1777,291,East,Timber,High,4.963543238227522,4.734544177597552,0.8121590518945592,17231,46,36.23243662589435,5.1521718664459515,18.636061953544242
Wooden_House,1915,134,West,Thatch,High,4.772198290203675,2.6645518163393174,1.6305802648431944,7098,94,35.53011300391748,8.643993810094214,27.60411022734422
Stone_Villa,1853,178,North,Stone,High,6.497704023923235,2.168486029709939,0.8800690982440017,19511,88,33.31612742052556,7.742402194084022,19.713084279402445
Wooden_House,1713,296,East,Stone,Medium,5.22444962038802,2.7669172813860845,1.8426148387427674,16109,76,18.071566862264888,9.039855889401096,15.923346343229724
Brick_Cottage,1886,57,West,Thatch,Medium,3.8501946561111224,3.5826909469982597,1.3608937041844733,13444,36,34.3566893070495,9.916922697052552,13.277304531537045
Stone_Villa,1706,206,East,Stone,Low,4.631204522681999,2.51478910119557,1.0261664345154682,10061,90,26.00435427718878,9.438643615558874,24.69594898886154
Brick_Cottage,1702,145,East,Timber,Medium,5.1743291421259565,2.5023792335539654,1.7490406195241301,18026,66,11.582698444962725,11.892510585613564,14.759199740331816
Wooden_House,1810,151,East,Thatch,Medium,4.670065701905008,3.387780641315459,1.2401100506200928,14321,98,23.70816549694747,5.967857407138098,28.044538592025127
Thatched_Hut,1937,54,North,Stone,Low,4.828822283789286,2.099803913508075,1.8674493705627133,8264,32,38.2647375108998,8.008159062508449,6.154975068035635
Stone_Villa,1938,288,West,Thatch,High,4.675103624697563,2.3656642475968113,1.8920213550940714,10435,30,36.63578049206658,7.9738151565031785,8.40229338610696
Wooden_House,1973,135,South,Timber,High,3.6659966687323178,3.2475840182238427,0.748130228192614,13493,43,13.067928429913481,7.919372425920445,11.387534229619215
Thatched_Hut,1993,224,North,Stone,Low,6.04837880329777,2.189389727623899,0.5034851091978954,11691,92,32.32380057143111,9.646588744298679,22.420150819307093
Thatched_Hut,1926,83,North,Timber,High,5.889169681413877,3.190265169366588,1.9758964102136034,15169,23,34.17378597874704,8.428796423827057,5.4422338181042385
Brick_Cottage,1714,242,North,Stone,Medium,6.113533993914722,3.422018797845335,1.859206304191219,7763,65,18.141645647102944,8.622027918690742,14.824396832735143
Wooden_House,1891,104,South,Brick,Low,4.26923958413451,3.353799842219343,0.5831678535557621,9005,37,24.14825712223277,8.026491945027352,5.598618548235454
Thatched_Hut,1818,168,West,Stone,Low,4.6826181664499416,4.607524572209262,1.749551395911605,19603,62,31.329638243910487,11.941896227129938,16.913354122942827
Stone_Villa,1727,267,West,Thatch,Low,5.978463707779689,3.5901873651551974,1.18670739883881,8241,99,23.171244664634436,11.492929441733295,26.735195861970183
Stone_Villa,1901,220,West,Stone,High,5.898510273839685,3.40394138743413,0.8884424075374628,8057,52,13.383907565997308,7.154069325550597,17.105573266244043
Brick_Cottage,1738,251,East,Timber,Low,5.525321237417071,3.2321277361749985,1.8181197855153948,5550,29,31.176473340451647,5.781157473366671,12.519521195735832
Thatched_Hut,1972,207,East,Timber,Low,4.90165300004079,4.452870134913459,0.7950008485854609,10574,92,37.3491606920591,10.87835306827022,22.067773910551537
Wooden_House,1930,163,East,Stone,Low,7.15172401909876,4.685169811999499,1.9209499991301004,10411,78,29.574541852184726,11.980191759980071,19.857594029686737
Stone_Villa,1785,259,South,Thatch,High,4.859080969195375,4.559727407591353,0.8084322315490116,6587,50,33.21402245707102,7.048262258277519,10.710478518605914
Thatched_Hut,1825,194,East,Brick,Medium,5.322476625749006,4.020639734394173,1.4205247815931152,15014,47,20.750876069734854,7.5044944808923635,11.045597954861549
Thatched_Hut,1999,75,South,Thatch,Low,6.212455323816835,2.4120852379060227,0.8346295017934623,10920,79,15.495947353799046,11.591432270396421,15.014816698191774
Brick_Cottage,1724,185,West,Brick,Medium,5.672085723467056,2.8306099084760366,1.318502997452952,10260,22,29.283209848548776,9.977906626021628,11.380784554883627
Stone_Villa,1844,96,East,Timber,High,4.887543905457543,2.1381891910459325,1.525962694872712,16409,74,19.833136175236568,7.069468322457453,21.960730919140538
Stone_Villa,1712,281,East,Thatch,High,5.24257916182604,4.792472224970343,0.7853418962302063,16688,33,35.80220556969378,9.067325438987405,11.357277664286087
